image_id,x,y
006f6aa35a78965c92fffd1fbd53a058,512,0
006f6aa35a78965c92fffd1fbd53a058,1024,0
006f6aa35a78965c92fffd1fbd53a058,512,512
006f6aa35a78965c92fffd1fbd53a058,1024,512
006f6aa35a78965c92fffd1fbd53a058,512,1024
006f6aa35a78965c92fffd1fbd53a058,1024,1024
006f6aa35a78965c92fffd1fbd53a058,512,2048
006f6aa35a78965c92fffd1fbd53a058,1024,2048
006f6aa35a78965c92fffd1fbd53a058,512,2560
006f6aa35a78965c92fffd1fbd53a058,1024,2560
006f6aa35a78965c92fffd1fbd53a058,1024,3072
006f6aa35a78965c92fffd1fbd53a058,1536,3072
006f6aa35a78965c92fffd1fbd53a058,1024,3584
006f6aa35a78965c92fffd1fbd53a058,512,4096
006f6aa35a78965c92fffd1fbd53a058,1024,4096
006f6aa35a78965c92fffd1fbd53a058,0,4608
006f6aa35a78965c92fffd1fbd53a058,512,4608
006f6aa35a78965c92fffd1fbd53a058,1024,4608
006f6aa35a78965c92fffd1fbd53a058,0,5120
006f6aa35a78965c92fffd1fbd53a058,512,5120
006f6aa35a78965c92fffd1fbd53a058,1024,5120
006f6aa35a78965c92fffd1fbd53a058,0,5632
006f6aa35a78965c92fffd1fbd53a058,512,5632
006f6aa35a78965c92fffd1fbd53a058,1024,5632
006f6aa35a78965c92fffd1fbd53a058,0,6144
006f6aa35a78965c92fffd1fbd53a058,512,6144
006f6aa35a78965c92fffd1fbd53a058,0,6656
006f6aa35a78965c92fffd1fbd53a058,512,6656
007433133235efc27a39f11df6940829,3584,5120
007433133235efc27a39f11df6940829,4096,5120
007433133235efc27a39f11df6940829,3584,5632
007433133235efc27a39f11df6940829,4096,5632
007433133235efc27a39f11df6940829,3584,6144
007433133235efc27a39f11df6940829,4096,6144
007433133235efc27a39f11df6940829,3584,6656
007433133235efc27a39f11df6940829,4096,6656
007433133235efc27a39f11df6940829,3584,7168
007433133235efc27a39f11df6940829,4096,7168
007433133235efc27a39f11df6940829,4096,7680
007433133235efc27a39f11df6940829,4096,8192
007433133235efc27a39f11df6940829,4608,8192
007433133235efc27a39f11df6940829,4096,8704
007433133235efc27a39f11df6940829,4608,8704
007433133235efc27a39f11df6940829,3584,9216
007433133235efc27a39f11df6940829,4096,9216
007433133235efc27a39f11df6940829,4096,9728
007433133235efc27a39f11df6940829,4608,9728
007433133235efc27a39f11df6940829,4096,10240
007433133235efc27a39f11df6940829,4608,10240
007433133235efc27a39f11df6940829,4096,10752
007433133235efc27a39f11df6940829,4608,10752
007433133235efc27a39f11df6940829,4096,11264
007433133235efc27a39f11df6940829,4608,11264
007433133235efc27a39f11df6940829,4096,11776
007433133235efc27a39f11df6940829,4608,11776
007433133235efc27a39f11df6940829,5120,11776
007433133235efc27a39f11df6940829,4096,12288
007433133235efc27a39f11df6940829,4608,12288
007433133235efc27a39f11df6940829,5120,12288
007433133235efc27a39f11df6940829,4096,12800
007433133235efc27a39f11df6940829,4608,12800
007433133235efc27a39f11df6940829,5120,12800
007433133235efc27a39f11df6940829,4096,13312
007433133235efc27a39f11df6940829,4608,13312
007433133235efc27a39f11df6940829,5120,13312
007433133235efc27a39f11df6940829,4096,13824
007433133235efc27a39f11df6940829,4608,13824
007433133235efc27a39f11df6940829,5120,13824
007433133235efc27a39f11df6940829,4096,14336
007433133235efc27a39f11df6940829,4608,14336
007433133235efc27a39f11df6940829,5120,14336
007433133235efc27a39f11df6940829,3584,14848
007433133235efc27a39f11df6940829,4096,14848
007433133235efc27a39f11df6940829,3584,15360
007433133235efc27a39f11df6940829,4096,15360
007433133235efc27a39f11df6940829,4608,15360
007433133235efc27a39f11df6940829,4096,15872
007433133235efc27a39f11df6940829,4608,15872
007433133235efc27a39f11df6940829,5120,15872
007433133235efc27a39f11df6940829,5632,15872
007433133235efc27a39f11df6940829,4608,16384
007433133235efc27a39f11df6940829,5120,16384
007433133235efc27a39f11df6940829,5632,16384
007433133235efc27a39f11df6940829,4608,16896
007433133235efc27a39f11df6940829,5120,16896
007433133235efc27a39f11df6940829,5632,16896
007433133235efc27a39f11df6940829,4608,17408
007433133235efc27a39f11df6940829,5120,17408
007433133235efc27a39f11df6940829,5632,17408
007433133235efc27a39f11df6940829,6144,17408
007433133235efc27a39f11df6940829,4608,17920
007433133235efc27a39f11df6940829,5120,17920
007433133235efc27a39f11df6940829,5632,17920
007433133235efc27a39f11df6940829,6144,17920
007433133235efc27a39f11df6940829,5120,18432
007433133235efc27a39f11df6940829,5632,18432
007433133235efc27a39f11df6940829,6144,18432
0076bcb66e46fb485f5ba432b9a1fe8a,1024,512
0076bcb66e46fb485f5ba432b9a1fe8a,1536,512
0076bcb66e46fb485f5ba432b9a1fe8a,2048,512
0076bcb66e46fb485f5ba432b9a1fe8a,1024,1024
0076bcb66e46fb485f5ba432b9a1fe8a,1536,1024
0076bcb66e46fb485f5ba432b9a1fe8a,2048,1024
0076bcb66e46fb485f5ba432b9a1fe8a,512,1536
0076bcb66e46fb485f5ba432b9a1fe8a,1024,1536
0076bcb66e46fb485f5ba432b9a1fe8a,1536,1536
0076bcb66e46fb485f5ba432b9a1fe8a,2048,1536
0076bcb66e46fb485f5ba432b9a1fe8a,1024,2048
0076bcb66e46fb485f5ba432b9a1fe8a,1536,2048
0076bcb66e46fb485f5ba432b9a1fe8a,2048,2048
0076bcb66e46fb485f5ba432b9a1fe8a,2560,2048
0076bcb66e46fb485f5ba432b9a1fe8a,1536,2560
0076bcb66e46fb485f5ba432b9a1fe8a,2048,2560
0076bcb66e46fb485f5ba432b9a1fe8a,7168,2560
0076bcb66e46fb485f5ba432b9a1fe8a,7680,2560
0076bcb66e46fb485f5ba432b9a1fe8a,1536,3072
0076bcb66e46fb485f5ba432b9a1fe8a,2048,3072
0076bcb66e46fb485f5ba432b9a1fe8a,2560,3072
0076bcb66e46fb485f5ba432b9a1fe8a,6656,3072
0076bcb66e46fb485f5ba432b9a1fe8a,7168,3072
0076bcb66e46fb485f5ba432b9a1fe8a,7680,3072
0076bcb66e46fb485f5ba432b9a1fe8a,1536,3584
0076bcb66e46fb485f5ba432b9a1fe8a,2048,3584
0076bcb66e46fb485f5ba432b9a1fe8a,2560,3584
0076bcb66e46fb485f5ba432b9a1fe8a,6144,3584
0076bcb66e46fb485f5ba432b9a1fe8a,6656,3584
0076bcb66e46fb485f5ba432b9a1fe8a,7168,3584
0076bcb66e46fb485f5ba432b9a1fe8a,7680,3584
0076bcb66e46fb485f5ba432b9a1fe8a,2048,4096
0076bcb66e46fb485f5ba432b9a1fe8a,2560,4096
0076bcb66e46fb485f5ba432b9a1fe8a,6656,4096
0076bcb66e46fb485f5ba432b9a1fe8a,7168,4096
0076bcb66e46fb485f5ba432b9a1fe8a,7680,4096
0076bcb66e46fb485f5ba432b9a1fe8a,2048,4608
0076bcb66e46fb485f5ba432b9a1fe8a,2560,4608
0076bcb66e46fb485f5ba432b9a1fe8a,7168,4608
0076bcb66e46fb485f5ba432b9a1fe8a,7680,4608
0076bcb66e46fb485f5ba432b9a1fe8a,2048,5120
0076bcb66e46fb485f5ba432b9a1fe8a,2560,5120
0076bcb66e46fb485f5ba432b9a1fe8a,3072,5120
0076bcb66e46fb485f5ba432b9a1fe8a,7168,5120
0076bcb66e46fb485f5ba432b9a1fe8a,7680,5120
0076bcb66e46fb485f5ba432b9a1fe8a,2048,5632
0076bcb66e46fb485f5ba432b9a1fe8a,2560,5632
0076bcb66e46fb485f5ba432b9a1fe8a,3072,5632
0076bcb66e46fb485f5ba432b9a1fe8a,7168,5632
0076bcb66e46fb485f5ba432b9a1fe8a,7680,5632
0076bcb66e46fb485f5ba432b9a1fe8a,2048,6144
0076bcb66e46fb485f5ba432b9a1fe8a,2560,6144
0076bcb66e46fb485f5ba432b9a1fe8a,3072,6144
0076bcb66e46fb485f5ba432b9a1fe8a,3584,6144
0076bcb66e46fb485f5ba432b9a1fe8a,7168,6144
0076bcb66e46fb485f5ba432b9a1fe8a,7680,6144
0076bcb66e46fb485f5ba432b9a1fe8a,8192,6144
0076bcb66e46fb485f5ba432b9a1fe8a,8704,6144
0076bcb66e46fb485f5ba432b9a1fe8a,2048,6656
0076bcb66e46fb485f5ba432b9a1fe8a,2560,6656
0076bcb66e46fb485f5ba432b9a1fe8a,3072,6656
0076bcb66e46fb485f5ba432b9a1fe8a,3584,6656
0076bcb66e46fb485f5ba432b9a1fe8a,7168,6656
0076bcb66e46fb485f5ba432b9a1fe8a,7680,6656
0076bcb66e46fb485f5ba432b9a1fe8a,8192,6656
0076bcb66e46fb485f5ba432b9a1fe8a,8704,6656
0076bcb66e46fb485f5ba432b9a1fe8a,2048,7168
0076bcb66e46fb485f5ba432b9a1fe8a,2560,7168
0076bcb66e46fb485f5ba432b9a1fe8a,3072,7168
0076bcb66e46fb485f5ba432b9a1fe8a,3584,7168
0076bcb66e46fb485f5ba432b9a1fe8a,9216,7168
0076bcb66e46fb485f5ba432b9a1fe8a,10240,7168
0076bcb66e46fb485f5ba432b9a1fe8a,2560,7680
0076bcb66e46fb485f5ba432b9a1fe8a,3072,7680
0076bcb66e46fb485f5ba432b9a1fe8a,3584,7680
0076bcb66e46fb485f5ba432b9a1fe8a,4096,7680
0076bcb66e46fb485f5ba432b9a1fe8a,8704,7680
0076bcb66e46fb485f5ba432b9a1fe8a,9216,7680
0076bcb66e46fb485f5ba432b9a1fe8a,9728,7680
0076bcb66e46fb485f5ba432b9a1fe8a,10240,7680
0076bcb66e46fb485f5ba432b9a1fe8a,2560,8192
0076bcb66e46fb485f5ba432b9a1fe8a,3072,8192
0076bcb66e46fb485f5ba432b9a1fe8a,3584,8192
0076bcb66e46fb485f5ba432b9a1fe8a,4096,8192
0076bcb66e46fb485f5ba432b9a1fe8a,9216,8192
0076bcb66e46fb485f5ba432b9a1fe8a,10240,8192
0076bcb66e46fb485f5ba432b9a1fe8a,3072,8704
0076bcb66e46fb485f5ba432b9a1fe8a,3584,8704
0076bcb66e46fb485f5ba432b9a1fe8a,4096,8704
0076bcb66e46fb485f5ba432b9a1fe8a,4608,8704
0076bcb66e46fb485f5ba432b9a1fe8a,10240,8704
0076bcb66e46fb485f5ba432b9a1fe8a,3584,9216
0076bcb66e46fb485f5ba432b9a1fe8a,4096,9216
0076bcb66e46fb485f5ba432b9a1fe8a,4608,9216
0076bcb66e46fb485f5ba432b9a1fe8a,3584,9728
0076bcb66e46fb485f5ba432b9a1fe8a,4096,9728
0076bcb66e46fb485f5ba432b9a1fe8a,4608,9728
0076bcb66e46fb485f5ba432b9a1fe8a,5120,9728
0076bcb66e46fb485f5ba432b9a1fe8a,4096,10240
0076bcb66e46fb485f5ba432b9a1fe8a,4608,10240
0076bcb66e46fb485f5ba432b9a1fe8a,5120,10240
0076bcb66e46fb485f5ba432b9a1fe8a,4096,10752
0076bcb66e46fb485f5ba432b9a1fe8a,4608,10752
0076bcb66e46fb485f5ba432b9a1fe8a,5120,10752
0076bcb66e46fb485f5ba432b9a1fe8a,5632,10752
0076bcb66e46fb485f5ba432b9a1fe8a,4608,11264
0076bcb66e46fb485f5ba432b9a1fe8a,5120,11264
0076bcb66e46fb485f5ba432b9a1fe8a,5632,11264
0076bcb66e46fb485f5ba432b9a1fe8a,4608,11776
0076bcb66e46fb485f5ba432b9a1fe8a,5120,11776
0076bcb66e46fb485f5ba432b9a1fe8a,5632,11776
0076bcb66e46fb485f5ba432b9a1fe8a,6144,11776
0076bcb66e46fb485f5ba432b9a1fe8a,5632,12288
0076bcb66e46fb485f5ba432b9a1fe8a,6144,12288
0076bcb66e46fb485f5ba432b9a1fe8a,6656,12288
0076bcb66e46fb485f5ba432b9a1fe8a,6656,12800
0076bcb66e46fb485f5ba432b9a1fe8a,7168,12800
0076bcb66e46fb485f5ba432b9a1fe8a,7680,12800
0076bcb66e46fb485f5ba432b9a1fe8a,8192,12800
0076bcb66e46fb485f5ba432b9a1fe8a,6656,13312
0076bcb66e46fb485f5ba432b9a1fe8a,7168,13312
0076bcb66e46fb485f5ba432b9a1fe8a,7680,13312
0076bcb66e46fb485f5ba432b9a1fe8a,8192,13312
0076bcb66e46fb485f5ba432b9a1fe8a,8704,13312
0076bcb66e46fb485f5ba432b9a1fe8a,8704,13824
008069b542b0439ed69b194674051964,17920,512
008069b542b0439ed69b194674051964,18432,512
008069b542b0439ed69b194674051964,18944,512
008069b542b0439ed69b194674051964,19456,512
008069b542b0439ed69b194674051964,14336,1024
008069b542b0439ed69b194674051964,14848,1024
008069b542b0439ed69b194674051964,15360,1024
008069b542b0439ed69b194674051964,16384,1024
008069b542b0439ed69b194674051964,16896,1024
008069b542b0439ed69b194674051964,17408,1024
008069b542b0439ed69b194674051964,17920,1024
008069b542b0439ed69b194674051964,18432,1024
008069b542b0439ed69b194674051964,18944,1024
008069b542b0439ed69b194674051964,19456,1024
008069b542b0439ed69b194674051964,19968,1024
008069b542b0439ed69b194674051964,20480,1024
008069b542b0439ed69b194674051964,20992,1024
008069b542b0439ed69b194674051964,10240,1536
008069b542b0439ed69b194674051964,10752,1536
008069b542b0439ed69b194674051964,11264,1536
008069b542b0439ed69b194674051964,11776,1536
008069b542b0439ed69b194674051964,12288,1536
008069b542b0439ed69b194674051964,12800,1536
008069b542b0439ed69b194674051964,13312,1536
008069b542b0439ed69b194674051964,13824,1536
008069b542b0439ed69b194674051964,14336,1536
008069b542b0439ed69b194674051964,14848,1536
008069b542b0439ed69b194674051964,15360,1536
008069b542b0439ed69b194674051964,15872,1536
008069b542b0439ed69b194674051964,16384,1536
008069b542b0439ed69b194674051964,16896,1536
008069b542b0439ed69b194674051964,17408,1536
008069b542b0439ed69b194674051964,17920,1536
008069b542b0439ed69b194674051964,18432,1536
008069b542b0439ed69b194674051964,18944,1536
008069b542b0439ed69b194674051964,19456,1536
008069b542b0439ed69b194674051964,19968,1536
008069b542b0439ed69b194674051964,20480,1536
008069b542b0439ed69b194674051964,20992,1536
008069b542b0439ed69b194674051964,21504,1536
008069b542b0439ed69b194674051964,8704,2048
008069b542b0439ed69b194674051964,9216,2048
008069b542b0439ed69b194674051964,9728,2048
008069b542b0439ed69b194674051964,10240,2048
008069b542b0439ed69b194674051964,10752,2048
008069b542b0439ed69b194674051964,11264,2048
008069b542b0439ed69b194674051964,11776,2048
008069b542b0439ed69b194674051964,12288,2048
008069b542b0439ed69b194674051964,12800,2048
008069b542b0439ed69b194674051964,13312,2048
008069b542b0439ed69b194674051964,13824,2048
008069b542b0439ed69b194674051964,14336,2048
008069b542b0439ed69b194674051964,14848,2048
008069b542b0439ed69b194674051964,15360,2048
008069b542b0439ed69b194674051964,15872,2048
008069b542b0439ed69b194674051964,16384,2048
008069b542b0439ed69b194674051964,16896,2048
008069b542b0439ed69b194674051964,17408,2048
008069b542b0439ed69b194674051964,17920,2048
008069b542b0439ed69b194674051964,18432,2048
008069b542b0439ed69b194674051964,20480,2048
008069b542b0439ed69b194674051964,20992,2048
008069b542b0439ed69b194674051964,21504,2048
008069b542b0439ed69b194674051964,22016,2048
008069b542b0439ed69b194674051964,7680,2560
008069b542b0439ed69b194674051964,8192,2560
008069b542b0439ed69b194674051964,8704,2560
008069b542b0439ed69b194674051964,9216,2560
008069b542b0439ed69b194674051964,9728,2560
008069b542b0439ed69b194674051964,10240,2560
008069b542b0439ed69b194674051964,10752,2560
008069b542b0439ed69b194674051964,11264,2560
008069b542b0439ed69b194674051964,11776,2560
008069b542b0439ed69b194674051964,12288,2560
008069b542b0439ed69b194674051964,12800,2560
008069b542b0439ed69b194674051964,13312,2560
008069b542b0439ed69b194674051964,13824,2560
008069b542b0439ed69b194674051964,15360,2560
008069b542b0439ed69b194674051964,16384,2560
