image_id,x,y
00f6ea010b008e7b3635910a13b165a5,5632,512
00f6ea010b008e7b3635910a13b165a5,7168,512
00f6ea010b008e7b3635910a13b165a5,5120,1024
00f6ea010b008e7b3635910a13b165a5,5632,1024
00f6ea010b008e7b3635910a13b165a5,6144,1024
00f6ea010b008e7b3635910a13b165a5,6144,1536
00f6ea010b008e7b3635910a13b165a5,6656,1536
00f6ea010b008e7b3635910a13b165a5,7680,1536
00f6ea010b008e7b3635910a13b165a5,5120,2048
00f6ea010b008e7b3635910a13b165a5,5632,2048
00f6ea010b008e7b3635910a13b165a5,6144,2048
00f6ea010b008e7b3635910a13b165a5,7168,2048
00f6ea010b008e7b3635910a13b165a5,7680,2048
00f6ea010b008e7b3635910a13b165a5,4608,2560
00f6ea010b008e7b3635910a13b165a5,5120,2560
00f6ea010b008e7b3635910a13b165a5,5632,2560
00f6ea010b008e7b3635910a13b165a5,6144,2560
00f6ea010b008e7b3635910a13b165a5,4608,3072
00f6ea010b008e7b3635910a13b165a5,5120,3072
00f6ea010b008e7b3635910a13b165a5,5632,3072
00f6ea010b008e7b3635910a13b165a5,5120,3584
00f6ea010b008e7b3635910a13b165a5,5632,3584
00f6ea010b008e7b3635910a13b165a5,3584,4096
00f6ea010b008e7b3635910a13b165a5,4096,4096
00f6ea010b008e7b3635910a13b165a5,4608,4096
00f6ea010b008e7b3635910a13b165a5,3072,4608
00f6ea010b008e7b3635910a13b165a5,3584,4608
00f6ea010b008e7b3635910a13b165a5,4096,4608
00f6ea010b008e7b3635910a13b165a5,4608,4608
00f6ea010b008e7b3635910a13b165a5,3072,5120
00f6ea010b008e7b3635910a13b165a5,3584,5120
00f6ea010b008e7b3635910a13b165a5,4096,5120
00f6ea010b008e7b3635910a13b165a5,4608,5120
00f6ea010b008e7b3635910a13b165a5,2560,5632
00f6ea010b008e7b3635910a13b165a5,3072,5632
00f6ea010b008e7b3635910a13b165a5,3584,5632
00f6ea010b008e7b3635910a13b165a5,4096,5632
00f6ea010b008e7b3635910a13b165a5,2048,6144
00f6ea010b008e7b3635910a13b165a5,2560,6144
00f6ea010b008e7b3635910a13b165a5,3072,6144
00f6ea010b008e7b3635910a13b165a5,3584,6144
00f6ea010b008e7b3635910a13b165a5,1536,6656
00f6ea010b008e7b3635910a13b165a5,2048,6656
00f6ea010b008e7b3635910a13b165a5,2560,6656
00f6ea010b008e7b3635910a13b165a5,3072,6656
00f6ea010b008e7b3635910a13b165a5,3584,6656
00f6ea010b008e7b3635910a13b165a5,1536,7168
00f6ea010b008e7b3635910a13b165a5,2048,7168
00f6ea010b008e7b3635910a13b165a5,2560,7168
00f6ea010b008e7b3635910a13b165a5,3072,7168
00f6ea010b008e7b3635910a13b165a5,1024,7680
00f6ea010b008e7b3635910a13b165a5,1536,7680
00f6ea010b008e7b3635910a13b165a5,2048,7680
00f6ea010b008e7b3635910a13b165a5,2560,7680
00f6ea010b008e7b3635910a13b165a5,1024,8192
00f6ea010b008e7b3635910a13b165a5,1536,8192
00f6ea010b008e7b3635910a13b165a5,2048,8192
00f6ea010b008e7b3635910a13b165a5,2560,8192
00f6ea010b008e7b3635910a13b165a5,1536,8704
00f6ea010b008e7b3635910a13b165a5,2048,8704
00f6ea010b008e7b3635910a13b165a5,2560,8704
00f6ea010b008e7b3635910a13b165a5,1536,9216
00f6ea010b008e7b3635910a13b165a5,2048,9216
00f6ea010b008e7b3635910a13b165a5,2560,9216
00f6ea010b008e7b3635910a13b165a5,1024,9728
00f6ea010b008e7b3635910a13b165a5,1536,9728
00f6ea010b008e7b3635910a13b165a5,1024,10240
00f6ea010b008e7b3635910a13b165a5,1536,10240
00f6ea010b008e7b3635910a13b165a5,2048,10240
00f6ea010b008e7b3635910a13b165a5,2560,10240
00f6ea010b008e7b3635910a13b165a5,1024,10752
00f6ea010b008e7b3635910a13b165a5,1536,10752
00f6ea010b008e7b3635910a13b165a5,2048,10752
00f6ea010b008e7b3635910a13b165a5,2560,10752
00f6ea010b008e7b3635910a13b165a5,1536,11264
00f6ea010b008e7b3635910a13b165a5,2048,11264
00f6ea010b008e7b3635910a13b165a5,2560,11264
00f6ea010b008e7b3635910a13b165a5,1024,11776
00f6ea010b008e7b3635910a13b165a5,1536,11776
00f6ea010b008e7b3635910a13b165a5,2048,11776
00f6ea010b008e7b3635910a13b165a5,2560,11776
00f6ea010b008e7b3635910a13b165a5,1024,12288
00f6ea010b008e7b3635910a13b165a5,1536,12288
00f6ea010b008e7b3635910a13b165a5,2048,12288
00f6ea010b008e7b3635910a13b165a5,2560,12288
00f6ea010b008e7b3635910a13b165a5,1024,12800
00f6ea010b008e7b3635910a13b165a5,1536,12800
00f6ea010b008e7b3635910a13b165a5,2048,12800
00f6ea010b008e7b3635910a13b165a5,2560,12800
00f6ea010b008e7b3635910a13b165a5,1536,13312
00f6ea010b008e7b3635910a13b165a5,2048,13312
00f6ea010b008e7b3635910a13b165a5,1536,13824
00f6ea010b008e7b3635910a13b165a5,2048,13824
00f6ea010b008e7b3635910a13b165a5,2560,13824
00f6ea010b008e7b3635910a13b165a5,2048,14336
00f6ea010b008e7b3635910a13b165a5,512,14848
00f6ea010b008e7b3635910a13b165a5,1024,14848
00f6ea010b008e7b3635910a13b165a5,2560,16896
00f6ea010b008e7b3635910a13b165a5,3072,16896
010670e9572e67e5a7e00fb791a343ef,512,0
010670e9572e67e5a7e00fb791a343ef,512,512
010670e9572e67e5a7e00fb791a343ef,1024,512
010670e9572e67e5a7e00fb791a343ef,512,1024
010670e9572e67e5a7e00fb791a343ef,1024,1024
010670e9572e67e5a7e00fb791a343ef,1536,1024
010670e9572e67e5a7e00fb791a343ef,512,1536
010670e9572e67e5a7e00fb791a343ef,1024,1536
010670e9572e67e5a7e00fb791a343ef,1536,1536
010670e9572e67e5a7e00fb791a343ef,512,2048
010670e9572e67e5a7e00fb791a343ef,1024,2048
010670e9572e67e5a7e00fb791a343ef,1536,2048
010670e9572e67e5a7e00fb791a343ef,2048,2048
010670e9572e67e5a7e00fb791a343ef,0,2560
010670e9572e67e5a7e00fb791a343ef,512,2560
010670e9572e67e5a7e00fb791a343ef,1024,2560
010670e9572e67e5a7e00fb791a343ef,1536,2560
010670e9572e67e5a7e00fb791a343ef,0,3072
010670e9572e67e5a7e00fb791a343ef,512,3072
010670e9572e67e5a7e00fb791a343ef,1024,3072
010670e9572e67e5a7e00fb791a343ef,1536,3072
010670e9572e67e5a7e00fb791a343ef,0,3584
010670e9572e67e5a7e00fb791a343ef,512,3584
010670e9572e67e5a7e00fb791a343ef,1024,3584
010670e9572e67e5a7e00fb791a343ef,1536,3584
010670e9572e67e5a7e00fb791a343ef,2048,3584
010670e9572e67e5a7e00fb791a343ef,512,4096
010670e9572e67e5a7e00fb791a343ef,1024,4096
010670e9572e67e5a7e00fb791a343ef,1536,4096
010670e9572e67e5a7e00fb791a343ef,2048,4096
010670e9572e67e5a7e00fb791a343ef,1024,4608
010670e9572e67e5a7e00fb791a343ef,1536,4608
010670e9572e67e5a7e00fb791a343ef,2048,4608
010670e9572e67e5a7e00fb791a343ef,1024,5120
010670e9572e67e5a7e00fb791a343ef,1536,5120
010670e9572e67e5a7e00fb791a343ef,2048,5120
010670e9572e67e5a7e00fb791a343ef,1024,5632
010670e9572e67e5a7e00fb791a343ef,1536,5632
010670e9572e67e5a7e00fb791a343ef,2048,5632
010670e9572e67e5a7e00fb791a343ef,1024,6144
010670e9572e67e5a7e00fb791a343ef,1536,6144
010670e9572e67e5a7e00fb791a343ef,2048,6144
010670e9572e67e5a7e00fb791a343ef,1024,6656
010670e9572e67e5a7e00fb791a343ef,1536,6656
010670e9572e67e5a7e00fb791a343ef,2048,6656
010670e9572e67e5a7e00fb791a343ef,512,7168
010670e9572e67e5a7e00fb791a343ef,1024,7168
010670e9572e67e5a7e00fb791a343ef,1536,7168
010670e9572e67e5a7e00fb791a343ef,2048,7168
010670e9572e67e5a7e00fb791a343ef,512,7680
010670e9572e67e5a7e00fb791a343ef,1024,7680
010670e9572e67e5a7e00fb791a343ef,1536,7680
010670e9572e67e5a7e00fb791a343ef,2048,7680
010670e9572e67e5a7e00fb791a343ef,512,8192
010670e9572e67e5a7e00fb791a343ef,1024,8192
010670e9572e67e5a7e00fb791a343ef,1536,8192
010670e9572e67e5a7e00fb791a343ef,2048,8192
010670e9572e67e5a7e00fb791a343ef,1024,8704
010670e9572e67e5a7e00fb791a343ef,1536,8704
