drop_id,source,alive,protected_not_twin,should_be_gone
1c4653246dc78308252d47160786ad15,multi_greedy_drop,True,True,False
2230a7655194054d5b1d2b52998d1585,multi_greedy_drop,True,True,False
2fb49b4bb80d5c1f3b5b2fc44fa8a763,multi_greedy_drop,True,True,False
4c25d8ba4a2ecabe2b69b901c994e2dd,multi_greedy_drop,True,True,False
70fa73960db8729c176876aefff96562,multi_greedy_drop,True,True,False
7d5dbfb91ce9be33221e4ba9358326fd,multi_greedy_drop,True,True,False
7fa4634ab59a7832bc877fef162eacaa,confirmed_twins_keep_drop|multi_greedy_drop,True,True,False
8b19e141c1741cb06bdff6bffc9503b1,multi_greedy_drop,True,True,False
8d5860e10e09ee25e066ee7fb699453d,multi_greedy_drop,True,True,False
a1f79e44db2ca88a3c1b330af1343d61,confirmed_twins_keep_drop|lower_iou_implied_twins,True,True,False
aaaf612f7fec8578ed03e4075b429a21,multi_greedy_drop,True,True,False
b61a1c350af793cba5f2e936ed314627,multi_greedy_drop,True,True,False
c4cde1827d4895957ca8507e37a3cf76,multi_greedy_drop,True,True,False
eea0cd8ab449057ce50b7d411b63d6e3,multi_greedy_drop,True,True,False
